6042341077	R04C01
6042341077	R07C01
6042375045	R04C01
6042375053	R05C01
6042375137	R02C01
6130471129	R03C01
6135601012	R07C01
6135601130	R04C01
6135601130	R06C01
6135601130	R07C01
6135601153	R05C01
6135601162	R04C01
6135601167	R05C01
6147062135	R01C01
6160304032	R01C01
6160304032	R03C01
6160304032	R05C01
6160304033	R03C01
6160304033	R05C01
6171492015	R02C01
6171492015	R05C01
6171492015	R07C01
6171492017	R02C01
6171492017	R03C01
6171492017	R05C01
6171492025	R04C01
6171492025	R06C01
6171492025	R08C01
6171492041	R03C01
6171492041	R07C01
6172882009	R05C01
6172882050	R03C01
6172882050	R05C01
6172882050	R07C01
6172882051	R01C01
6172882051	R03C01
6172882051	R06C01
6186483099	R06C01
6264533048	R04C01
6135580118	R07C01
6135580123	R08C01
6135601027	R01C01
6135601060	R05C01
6135601066	R02C01
6135601094	R01C01
6135601117	R04C01
6135601120	R07C01
6135601151	R08C01
6171492045	R02C01
6171492045	R05C01
6171492090	R05C01
6171492090	R06C01
6186483043	R07C01
6186483099	R04C01
